Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
1,61,0,North,0,68,0,0,Credit Card,65.69,2602.33,914.22,1,19,1,1,1,6,19.45,2,3.77,2,1,0,3.69,32,1.3
1,61,0,West,0,33,0,0,Credit Card,63.44,8176.86,404.46,1,479.75,0,1,1,3,13.95,12,9.32,4,1,0,4.2,20,9.75
0,53,1,North,1,55,1,0,Bank Transfer,58.82,5776.34,325.26,0,354.51,1,1,1,3,45.24,0,9.97,2,1,1,5.64,30,2.84
0,57,2,South,1,16,1,0,Credit Card,103.61,9150.39,946.22,1,426.31,1,1,0,2,21.26,6,2.5,1,1,0,9.46,23,1.02
0,27,2,North,0,63,0,0,Bank Transfer,146.07,2900.55,314.48,0,332.52,1,0,0,2,5.95,17,8.53,4,1,0,9.8,24,2.92
0,24,1,West,1,15,1,0,Bank Transfer,125.23,2053.37,350.5,0,7.58,0,1,0,8,2.01,18,3.55,2,0,0,9.6,32,1.67
1,26,1,North,1,41,1,0,Credit Card,28.43,3486.54,986.67,1,38.73,0,1,1,6,23.83,11,8.25,5,1,1,4.11,2,8.11
0,38,0,South,1,56,0,0,Cash,103.15,6166.11,672.84,0,372.23,1,1,1,6,16.96,16,7.95,0,0,0,9.12,4,8.2
0,33,0,East,1,2,1,0,Cash,50.17,9475.39,449.38,1,250.25,0,1,1,9,32.6,8,7.69,3,1,0,9.74,45,1.38
0,75,2,South,1,16,0,0,Credit Card,121.91,9381.89,657.39,1,489.52,1,0,1,4,32.43,14,6.43,0,1,0,5.01,34,6.71
1,48,0,South,1,14,1,1,Bank Transfer,20.12,5509.43,799.76,1,315.4,0,0,0,6,4.72,14,5.62,3,0,0,4.4,5,0.77
1,26,0,West,0,35,1,1,Bank Transfer,193.16,147.49,375.62,1,130.99,1,1,1,9,3.48,18,9.29,1,1,1,9.57,47,8.09
1,47,0,South,0,19,1,0,Credit Card,143.17,2328.92,989.58,0,281.08,1,0,1,5,33.36,12,5.76,1,0,1,3.22,31,8.54
0,32,0,South,1,67,0,0,Cash,178.73,3414.74,362,0,264.41,1,1,0,4,31.59,17,7.78,2,1,1,9.32,15,2.73
1,64,0,North,1,72,0,1,Credit Card,134.44,3608.81,412.87,1,499.13,0,1,1,1,34.42,2,4.89,1,1,1,3.72,43,9.39
0,57,0,West,0,3,1,0,Cash,133.51,8763.45,348.35,1,254.38,0,0,1,4,31.56,15,2.72,5,1,1,2.94,47,2.04
0,45,0,South,1,25,0,1,Credit Card,70.22,7585.97,773.16,0,374.1,0,1,0,5,33.97,2,3.42,2,1,1,2,50,1.51
0,42,2,West,0,72,0,1,Credit Card,55.32,5386.63,733.6,0,421.13,1,0,0,7,35.8,17,8.57,0,0,0,1.99,8,3.16
0,68,2,East,1,43,1,1,Bank Transfer,193.6,4888.89,968.72,1,438.21,0,1,1,3,13.68,1,8.91,2,1,1,1.69,29,6.87
0,61,1,North,1,34,0,0,Bank Transfer,187.17,3573.67,125.62,1,409.41,0,0,0,8,14.13,0,8.19,0,1,0,4.57,12,9.06
0,78,2,North,1,35,0,1,Cash,193.95,8551.27,66.94,1,366.34,0,1,0,10,9.81,14,9.59,2,0,0,5.38,5,4.68
0,71,2,South,1,10,0,1,Bank Transfer,117.51,8322.44,221.84,0,23.56,0,1,1,0,6.21,8,5.88,0,1,0,1.43,27,5.51
0,69,2,North,0,2,1,0,Cash,79.31,4624.76,525.09,1,111.83,0,0,0,3,18.41,7,5.8,5,1,0,2.1,10,1.14
0,72,1,West,1,20,1,0,Bank Transfer,42.01,3988.57,540.98,1,59.22,1,0,0,8,32.12,9,8.75,4,0,0,6.35,4,7.88
0,33,0,South,1,48,0,0,Cash,22.37,9909.28,851.76,1,484.05,0,0,1,7,14.49,12,9.39,1,0,0,2.37,15,3.57
1,39,1,East,1,10,1,1,Cash,141.41,2968.03,354.65,1,264.87,0,1,1,6,6.03,5,9.49,3,0,0,3.71,6,5.65
1,70,1,East,0,62,0,1,Cash,38.13,9427.45,107.59,1,113.63,0,1,0,2,2.68,1,1.16,0,0,0,6.02,7,0.32
1,18,1,North,0,64,0,0,Cash,103.37,3619.42,484.59,1,303.84,0,1,1,9,23.7,2,1.97,2,1,1,1.59,16,4.49
1,47,1,South,0,60,1,0,Cash,93.32,6325.67,98.12,1,399.43,0,0,1,1,37.4,7,9.18,0,1,1,6.76,42,0.43
1,80,2,North,1,5,1,1,Credit Card,159.26,1367.18,498.64,1,381.36,0,1,1,7,10.43,8,3.66,2,0,0,6.3,22,9.21
0,75,2,West,1,31,1,1,Cash,190.07,2308.17,822.34,1,402.01,1,1,0,4,4.42,13,3,5,1,0,4.16,29,1.61
1,23,0,East,1,38,0,0,Cash,169.49,3443.11,134.27,1,59.63,1,0,0,8,31.61,18,2.17,1,0,1,2.36,19,7.9
0,42,0,South,1,12,1,1,Credit Card,107.47,1927.02,207.47,0,73.84,0,1,0,4,11.11,18,8.65,4,1,1,7.3,14,8.3
1,24,0,South,0,15,1,1,Credit Card,190.85,4381.68,208.11,1,347.32,0,0,0,9,7.71,0,1.94,0,0,1,4.81,20,0.95
0,62,2,North,0,28,0,1,Bank Transfer,27.29,9866.73,189.2,1,334.28,1,1,0,1,22.04,16,1.45,3,1,1,8.85,37,3.28
1,75,2,West,1,55,1,1,Cash,158.75,3959.42,738.56,1,307.13,0,1,1,0,22.93,13,1.27,5,0,1,2.67,24,9.01
1,56,0,South,0,3,1,1,Cash,154.39,2615.06,464.71,1,68.68,1,1,1,4,23.99,20,8.28,0,0,1,5.97,32,7.41
1,28,2,East,0,34,1,1,Cash,124.35,7027.35,81.66,1,160.85,0,1,0,4,20.61,19,3.37,4,1,0,2.91,36,1.05
1,59,2,East,1,42,0,1,Credit Card,139.15,7501.59,645.42,1,110.12,1,1,1,10,4.86,13,6.99,2,1,1,4.98,10,5.27
0,19,0,West,1,3,1,1,Cash,175.04,547.01,105.03,1,306.51,0,1,0,6,37.14,13,7.85,2,0,0,5.95,8,1.77
0,36,1,West,0,42,1,0,Bank Transfer,164.7,7579.26,246.87,1,255.68,1,0,0,3,26.68,14,3.16,1,1,0,1.12,27,8.04
1,60,2,South,1,40,1,1,Bank Transfer,174.45,3002.24,96.35,1,312.79,1,0,1,3,29.31,3,3.79,4,0,0,3.39,5,4.25
0,52,2,West,0,61,1,0,Cash,61.91,5622.68,558.58,1,388.88,1,1,1,5,28.88,16,6.22,0,0,0,1.08,0,1.85
0,69,0,South,0,49,0,0,Bank Transfer,107.32,801.27,439.7,0,267.36,1,0,1,10,37.9,5,8.67,3,1,1,3.37,10,1.55
0,75,0,South,0,36,1,1,Bank Transfer,54.91,4724.35,545.84,1,211.27,0,1,0,8,12.62,6,6.11,2,1,1,2.36,19,5.4
0,34,0,East,1,9,0,1,Cash,135.72,6719.53,257.49,1,67.8,0,1,0,8,40.23,9,7.58,3,1,1,2.04,27,2.35
1,41,0,West,1,12,0,1,Credit Card,198.54,1993.21,629.47,1,235.34,1,1,1,5,47.25,12,2.2,2,1,0,4.08,13,8.54
0,32,0,East,1,22,0,1,Credit Card,59.74,716.03,991.54,1,38.46,1,0,1,0,3.38,11,4.77,1,1,1,3.77,49,5.99
0,71,1,South,1,3,1,0,Cash,160.93,8735.78,54.73,0,309.15,1,0,0,2,28.01,8,4.46,0,0,0,8.17,18,3.01
0,32,0,East,1,71,0,1,Bank Transfer,127.98,101.23,847.17,1,25.11,0,1,1,3,1.08,14,2.96,4,0,0,2.66,6,9.08
0,57,1,East,0,31,0,0,Cash,60.85,6795.32,659.75,1,105.72,0,1,1,1,38.6,17,8.97,5,1,1,9.74,27,9.79
0,65,2,South,1,25,1,1,Bank Transfer,57.23,998.66,411.68,1,423.59,0,1,0,1,10.64,18,5.8,1,1,1,3.98,11,0.36
0,80,1,East,1,71,0,1,Credit Card,174.19,8901.9,274.22,1,138.75,1,1,1,2,19.6,2,3.49,2,0,0,6.25,35,7.28
0,28,1,East,0,47,0,0,Cash,119.16,941.69,972.84,1,307.99,1,1,1,3,5.75,2,7.32,3,1,1,9.17,2,7.75
1,78,1,North,0,69,1,1,Bank Transfer,100.44,140.31,511.4,0,492.86,0,0,0,6,13.51,12,7.62,2,0,0,9.76,35,9.94
0,56,1,East,0,1,0,0,Bank Transfer,96.39,8435.52,438.24,1,483.62,0,0,0,3,4.68,0,4.89,2,1,1,5.07,40,9.97
1,53,2,South,0,44,1,0,Cash,186.44,5240.64,619.37,1,331.36,0,0,0,6,41.91,4,5.04,3,0,0,8.01,41,6.97
0,36,2,West,1,33,1,1,Bank Transfer,79.34,8389.56,110.4,1,446.25,1,0,1,7,40.84,14,9.92,1,1,0,2.52,19,2.26
0,47,1,North,0,2,1,1,Bank Transfer,23.7,9829,373.09,1,293.88,1,0,0,7,33.48,0,9.47,4,0,0,4.19,2,4.72
0,73,0,South,1,63,0,1,Cash,152.46,1014.96,269.69,1,431.35,0,1,0,4,3.42,4,5.31,3,1,1,5.46,44,4.91
0,54,1,North,1,23,0,1,Credit Card,162.42,9029.09,91.95,0,210,0,1,1,5,36.12,0,8.55,0,0,1,6.29,5,1.59
1,23,1,West,1,34,1,1,Cash,165.37,130.32,886.25,1,87.24,1,1,1,1,26.23,0,3.5,4,1,0,6.14,40,1.84
0,26,2,East,0,50,0,1,Bank Transfer,166.18,6819.86,982.57,1,171.17,1,0,1,6,3.42,6,8.42,1,1,1,3.79,11,7.95
1,47,2,North,1,24,1,1,Cash,176.99,5208.88,55.1,1,239.07,0,0,0,1,4.24,9,5.3,4,1,1,5.67,13,5.87
0,74,0,South,0,27,0,1,Bank Transfer,153.53,1032.14,765.45,0,90.07,0,0,0,5,12.46,11,6.68,5,1,0,7.99,7,9.47
0,66,0,East,0,19,1,0,Bank Transfer,61.62,1501.27,737.48,1,177.72,0,1,1,4,16.42,6,3.29,1,1,0,5.57,30,9.76
0,33,1,West,1,10,1,0,Bank Transfer,93.7,6292.9,855.95,1,206.05,1,0,0,8,23.9,16,3.3,4,1,1,4.18,13,9.58
0,59,0,East,1,4,1,0,Credit Card,79.43,5508.79,884.89,0,492.73,1,0,0,0,6.06,14,4.7,1,1,1,2.12,38,3.89
0,75,2,North,0,64,0,1,Credit Card,120.75,4935.55,849.39,1,44.14,1,1,0,6,31.33,19,8.82,4,0,0,1.95,40,4.18
0,33,0,South,1,33,1,0,Credit Card,151.87,3182.13,652.6,1,346.81,0,0,0,6,33.69,11,1.84,3,0,0,5.35,12,8.56
0,26,0,West,0,39,1,1,Credit Card,76.01,6883.64,464.67,1,23.3,1,0,0,3,38.37,6,6.66,2,0,1,2.41,43,2.13
0,80,0,North,1,67,0,0,Cash,72.82,7059.71,202.7,0,393.67,0,0,1,8,46.28,11,2.65,0,0,1,7.53,40,7.71
1,57,1,South,1,23,0,0,Credit Card,28.78,5579.6,77.07,1,391.35,1,1,0,0,13.59,4,9.42,4,1,0,8.32,45,4.23
1,36,2,South,1,27,1,0,Credit Card,144.88,5530.37,825.04,0,448.7,0,1,0,2,13.45,7,4.04,3,1,0,9.05,7,3.59
1,33,2,South,1,35,1,0,Cash,146.56,9014.31,556.81,1,48.51,1,1,0,9,30.82,9,3.14,2,1,0,8.77,36,6.12
0,24,1,East,0,42,1,0,Bank Transfer,108.86,2480.77,476.41,1,473.15,0,0,0,10,16.06,16,4.97,4,0,0,9.73,36,2.97
0,35,2,North,0,26,0,1,Bank Transfer,196.87,4797.81,867.39,1,47.73,0,1,1,6,22.26,7,9.01,3,1,0,4.33,7,5.09
0,28,1,North,1,48,0,1,Credit Card,155.67,6353.65,451.57,1,451.16,0,1,1,0,9.87,14,3.7,3,1,1,7.88,8,8.83
0,65,1,West,0,18,1,1,Cash,173.69,6278.57,201.05,1,127.1,1,1,1,5,36.62,19,7.78,0,1,1,9,39,0.68
0,31,2,West,1,20,0,1,Cash,99.95,4917.36,733.73,1,219.02,1,1,1,2,10.76,3,4.4,2,0,0,4.9,17,0.76
1,27,0,South,0,70,1,1,Cash,175.22,7239.85,50.08,0,291.15,1,1,1,7,43.33,10,9.63,4,1,0,4.7,31,4.4
0,51,1,East,1,9,1,0,Bank Transfer,31.28,5277.87,863.48,0,144.93,1,1,1,2,19.07,14,6.85,5,1,0,1.62,3,8.6
1,61,0,South,0,45,0,1,Cash,117.96,1682,86.69,1,241.54,0,0,0,7,40.8,4,1.64,4,1,1,1.63,34,0.95
0,31,0,East,0,49,0,1,Credit Card,44.51,2043.86,530.67,0,281.05,1,1,1,10,10.84,1,6.12,1,0,0,5.97,37,7.78
0,24,0,East,1,40,1,0,Cash,195.55,5719.69,672.02,0,485.74,0,1,1,2,19.5,6,7.81,5,1,1,2.28,30,6.63
0,49,2,North,1,3,0,0,Bank Transfer,153.12,2014.01,953.64,1,84,0,0,0,6,19.01,14,1.57,2,0,1,2.63,29,2.08
0,74,1,East,1,57,0,0,Bank Transfer,88.09,1337.11,224.06,1,351.08,0,0,0,8,47.07,0,5.79,4,1,0,4.45,1,8.56
0,39,2,East,1,38,1,0,Bank Transfer,29.25,2176.28,957.34,1,473.95,1,1,1,7,1.31,0,3.26,3,0,1,3.69,7,6.77
0,44,2,North,1,4,1,0,Credit Card,51.64,4630.6,550.97,1,152.21,1,1,0,2,7.88,1,3.91,3,1,0,5.59,16,8.49
0,28,2,South,1,53,1,1,Bank Transfer,150.91,9226.59,580.49,0,190.88,1,1,1,1,5.34,10,9.1,4,1,1,4.26,2,2.46
0,67,2,East,1,18,1,0,Cash,62.57,9427.44,450.49,1,63.88,0,1,1,7,29.35,16,1.87,4,1,0,5.85,5,1.87
0,30,1,North,1,56,0,1,Credit Card,30.15,2850.99,777.66,1,7.74,1,1,1,9,4.1,1,8.49,4,0,0,5.48,3,8.98
1,58,0,South,0,10,1,1,Credit Card,84.19,3830.42,418.75,1,175.62,0,1,0,1,17.62,5,5.1,1,0,1,3.14,21,3.24
0,33,0,South,0,5,0,0,Credit Card,198.43,6118.15,116.75,1,196.9,0,1,0,4,40.97,9,7.19,4,0,1,5.43,20,3.54
1,38,1,East,0,16,1,1,Credit Card,80.78,1325.09,783.42,1,322.65,0,0,0,2,42.92,3,7.8,2,0,0,8.05,49,5.56
0,61,2,East,0,1,1,0,Cash,182.32,5953.57,56.11,0,316.68,1,0,0,8,39.37,3,8.46,0,1,1,7.12,17,8.4
1,38,0,East,1,55,1,1,Credit Card,44.1,6598.56,821.67,1,253.63,0,0,1,0,6.22,1,6.78,3,0,1,4.19,5,3.47
0,32,1,West,1,45,1,1,Bank Transfer,160.93,7849.11,192.56,1,376.35,0,1,0,3,4.09,4,6.69,3,1,1,7.95,19,3.03
0,57,0,West,1,66,1,1,Bank Transfer,31.63,9418.72,649.85,1,148.26,0,1,1,6,29.97,7,5.03,3,0,0,4.74,14,5.75
1,42,2,North,1,32,0,0,Cash,193.5,7140.28,803.76,1,406.44,0,1,0,0,23.29,19,2.48,0,1,0,2.98,31,2.67
1,31,1,South,1,64,1,0,Bank Transfer,108.4,8273.59,245.28,1,233.2,0,1,1,2,7.59,20,8.59,3,1,1,9.82,7,8.35
0,62,2,North,1,49,1,0,Credit Card,139.18,4118.95,649.07,1,287.41,0,0,0,0,33.77,10,9.89,1,1,0,9.47,33,6.71
1,20,0,West,0,23,1,1,Bank Transfer,140.91,8345.44,175.33,1,372.06,1,1,1,8,45.73,20,7.26,0,1,1,4.25,45,6.12
0,28,1,North,1,35,0,1,Credit Card,165.58,1386.46,295.03,1,467.14,1,0,1,4,43.32,12,1.72,0,1,0,5.62,44,1.18
0,54,2,North,0,62,1,1,Bank Transfer,126.49,3982.55,799.59,1,448.17,0,1,1,7,37.36,9,8.54,3,1,0,7.01,1,7.55
0,79,2,South,1,40,1,0,Bank Transfer,101.51,9621.1,689.68,1,297.56,1,0,0,2,33.76,14,7.86,3,0,1,1.27,19,4.3
1,27,1,West,1,33,0,1,Bank Transfer,76.72,5595.45,315.28,1,54.81,0,1,0,3,21.78,15,2.8,3,0,1,8.66,32,4.94
0,63,2,East,1,28,0,1,Bank Transfer,109.7,7278.36,528.36,1,327.63,1,0,0,4,41.25,0,5.34,5,0,1,3.66,22,1.44
1,49,1,East,1,28,1,0,Bank Transfer,173.25,8974.74,160.58,1,151.39,0,1,0,0,26.87,6,6.85,2,1,0,6.79,11,7.54
1,21,0,North,1,29,1,1,Bank Transfer,31.15,5105.97,472.22,0,92.4,0,0,0,4,44.67,20,6.35,2,0,1,5.55,22,1.34
1,73,0,East,0,13,0,1,Bank Transfer,20.47,187.45,769.99,1,102.77,1,0,0,9,17.08,17,4.58,2,1,0,4.86,18,2.24
1,40,2,South,0,5,1,0,Cash,114.36,5406.81,181.79,1,244.25,0,0,0,3,7.09,0,8.07,5,0,1,3.86,5,1.81
0,42,0,South,0,53,0,1,Cash,51.39,8907.49,724.13,1,368.5,1,1,0,6,34.18,19,3.25,0,1,1,3.2,20,9.37
0,24,2,North,0,2,0,1,Cash,150.5,4602.66,50.41,1,343.54,1,1,0,9,38.22,8,1.68,3,0,0,1.99,7,3.96
0,61,2,West,0,20,0,1,Credit Card,66.31,5093.5,878.62,1,58.61,0,0,0,7,13.34,12,5.4,3,0,0,8.21,22,5.1
0,61,1,West,0,10,1,1,Credit Card,29.12,8497.26,504.06,1,442.36,1,0,1,2,23.23,18,3.66,5,1,1,4.14,1,8.21
1,59,0,South,1,49,1,0,Bank Transfer,151.47,4771.87,704.6,1,66.99,1,0,1,4,45.69,10,2.43,0,0,1,5.4,36,5.91
1,68,2,East,1,71,0,0,Credit Card,58.11,2682.78,581.91,1,162.03,1,0,0,5,2.79,6,3.8,0,0,0,8.29,47,2.92
0,59,1,West,0,64,0,1,Bank Transfer,196.81,5263.51,698.2,1,476.95,0,1,1,8,25.22,17,7.38,2,0,0,1.06,32,4.68
0,73,2,North,1,30,0,1,Bank Transfer,144.46,8263.68,823.98,1,362.01,1,1,0,0,37.89,12,1.28,4,1,0,5.71,12,7.7
0,70,1,North,1,31,1,1,Credit Card,188.91,3476.77,513.37,1,359.63,0,0,0,4,16.89,9,4.18,3,0,1,3.17,16,7.64
0,58,0,South,1,7,1,0,Bank Transfer,89.92,1701.14,745.61,1,315.71,1,0,1,9,12.11,9,5.53,2,1,1,6.29,25,2.54
0,66,2,South,1,15,1,0,Cash,68.77,4460.65,226.14,1,374.68,1,0,0,0,28.09,17,3.12,2,1,0,8.66,9,1.54
0,47,2,West,0,68,0,0,Cash,161.39,8487.84,81.21,1,118.85,0,1,0,4,17.65,18,2.67,1,0,1,5.46,11,1.61
0,64,0,West,1,9,0,1,Credit Card,164.98,2735.72,381.27,1,337.3,0,0,0,5,17.39,3,2.12,2,1,1,3.12,29,4.88
1,35,1,East,0,9,0,0,Bank Transfer,118.54,9124.31,864.15,1,492.46,0,0,1,5,29.8,14,3.04,1,1,1,2.83,4,9.31
1,68,0,South,1,27,0,1,Credit Card,96.77,5625,240.09,1,197.73,0,0,1,0,15.32,11,1.5,4,1,0,6.79,3,4.02
1,80,1,South,1,58,1,0,Credit Card,167.6,2875.08,822.06,1,142.09,1,0,0,3,3.9,1,2.6,5,1,0,3.92,12,6.73
1,51,2,North,1,41,1,1,Bank Transfer,92.89,8511.98,408.29,1,407.7,0,0,0,7,22.67,3,8.11,0,1,0,7.01,5,3.75
1,42,0,East,0,30,0,0,Cash,76.95,5622.73,56.71,0,477.12,0,0,1,0,11.29,4,5.93,4,0,1,6.36,12,5.5
0,29,0,North,1,38,0,0,Cash,136.56,3733.85,300.4,0,321.22,1,0,0,4,30.76,3,4.73,0,0,1,6.33,49,8.32
0,35,1,South,1,8,0,0,Credit Card,74.79,6890.73,611.91,0,166.61,0,0,1,2,8.85,7,8.38,5,1,1,8.6,12,1.07
0,41,2,East,0,49,0,0,Bank Transfer,23.65,7800.84,881.08,1,224.29,0,1,1,8,1.47,0,7.31,2,1,0,3.73,5,1.12
0,23,2,North,1,49,1,1,Credit Card,198.23,5625.61,588.79,0,273.59,1,1,1,1,39.72,12,2.95,5,0,1,1.88,39,9.72
0,64,0,East,1,61,1,0,Bank Transfer,186.73,1296.49,297.49,1,113.7,1,0,1,7,41.1,14,4.03,5,0,0,9.31,11,3.43
0,21,0,East,1,67,1,0,Credit Card,101.44,9224.42,873.36,1,478.26,1,1,0,6,37.86,3,2.43,1,0,0,5.07,42,0.97
1,79,0,East,1,20,1,0,Credit Card,51.91,1528.36,715.1,0,24.87,0,1,1,9,20.8,3,9.07,5,0,0,8.9,49,6.22
0,34,0,South,1,10,1,0,Cash,57.17,894.52,200.33,0,268.91,0,0,0,10,24.27,5,8.73,0,1,0,1.19,14,6.86
0,25,1,West,1,58,1,0,Credit Card,193.32,1300.27,682.23,0,460.06,0,1,0,6,17.1,8,1.32,4,1,0,8.74,41,7.56
0,40,1,South,0,23,1,1,Cash,84.05,5713.29,104.66,0,474.18,0,0,0,10,6.57,14,3.38,1,0,0,4.12,47,2.92
0,21,1,East,1,59,0,1,Credit Card,125.46,6131.4,452.81,1,196.07,1,0,0,0,43.45,5,7.71,2,0,0,4.41,42,8.01
0,76,2,East,0,39,0,1,Bank Transfer,190.04,5358.58,868.07,1,217.65,1,0,0,6,30.42,6,3.96,2,1,1,8.73,31,7.33
0,28,2,South,1,47,1,1,Bank Transfer,123.25,9830.6,685.06,0,328.52,0,0,0,6,13.99,4,9,2,1,1,1.72,46,5.14
1,46,1,South,0,7,0,1,Cash,99.32,2812.78,405.21,1,386.84,0,0,0,4,31.48,9,7.82,5,0,0,2.86,6,0.43
0,54,1,East,1,37,0,0,Bank Transfer,65.13,9049.59,302.85,1,128.76,1,1,0,2,29.88,15,4.44,0,1,0,3.37,13,7.86
0,76,0,North,1,10,0,0,Bank Transfer,190.36,5972.49,453.21,1,494.73,0,0,1,6,47.88,4,7.16,5,0,1,2.8,17,4.4
0,57,2,South,1,31,0,1,Bank Transfer,67.57,4844.95,635.63,1,433.01,0,1,1,7,8.55,9,4.17,1,0,0,7.84,46,3.24
1,69,1,East,1,64,0,1,Credit Card,106.69,3120.54,215.75,0,324.46,0,0,0,1,14.31,19,8.3,5,1,1,4.2,38,4.82
1,36,1,North,1,60,0,1,Bank Transfer,22.36,3925.44,391.25,1,315.86,0,1,0,9,4.04,19,3.78,3,0,1,4.63,4,0.51
1,38,1,South,1,70,0,0,Bank Transfer,162.94,2476.84,504.65,1,497.31,1,1,1,8,17.37,20,8.83,0,0,1,1.56,7,5.62
1,76,0,East,1,15,0,0,Bank Transfer,159.13,5523.67,570.05,0,406.37,1,1,0,6,2.08,17,7.05,1,0,1,1.45,6,5.19
0,51,0,South,1,61,0,1,Credit Card,62.01,895.52,959.22,1,170.74,0,0,0,2,31.23,10,2.9,1,1,0,5.63,40,3.71
1,76,1,West,0,11,0,0,Cash,166.62,7893.23,958.68,1,240.71,1,0,1,1,34.57,0,8.48,2,0,1,4.81,11,2.33
0,52,1,South,0,53,0,1,Bank Transfer,156.6,1497.57,311.95,1,247.48,0,0,0,7,24.04,19,3.14,5,1,1,4.11,47,0.4
0,57,1,North,0,61,0,1,Cash,118.06,2779.82,888.26,1,340.06,1,0,0,10,37.79,8,4.78,5,0,0,3.97,38,1.97
0,25,0,West,0,13,1,1,Credit Card,95.62,4983.34,553.02,1,132.16,1,1,0,2,28.28,10,3.35,2,0,0,2.44,26,2.25
0,68,2,North,1,19,0,1,Credit Card,99.46,9127.41,580.65,1,288.47,1,0,1,5,29.97,18,3.34,2,0,0,9.88,0,5.78
1,59,1,North,1,9,0,0,Bank Transfer,41.49,4556.35,429.1,1,383.61,0,0,0,1,31.84,4,8.03,3,0,0,3.26,3,2.18
1,73,1,North,1,32,0,1,Bank Transfer,87.92,1936.25,992.72,1,142.17,1,1,0,0,42.7,8,1.82,3,1,0,7.85,16,2.05
1,20,1,East,1,35,1,1,Cash,198.3,2159.57,577.74,1,174.9,1,1,0,9,8.36,10,1.45,5,0,1,6.65,4,8.56
0,45,0,North,1,15,1,1,Cash,58.89,2809.73,533.35,1,449.05,1,1,0,0,8.48,4,9.92,4,0,0,6.36,40,3.83
0,69,0,East,1,45,1,0,Bank Transfer,37.52,6319.81,111.57,1,263.26,0,0,1,1,28.25,2,8.53,3,1,1,9.21,50,9.81
0,71,2,West,0,35,0,0,Cash,101.04,7300,849.4,1,74.62,0,0,1,7,23.37,4,3.46,2,0,0,7.21,4,2.2
0,62,2,East,1,52,0,1,Cash,115.62,1707.07,93.05,0,451.37,0,0,1,10,44.58,10,1.51,4,0,1,6.31,8,0.33
1,41,1,East,0,27,1,0,Cash,52.77,9661.04,448.4,1,467.35,0,0,1,5,24.6,17,2.89,5,1,1,2.75,16,7.13
0,55,2,East,1,35,0,1,Cash,113.01,9705.94,191.84,1,244.69,1,1,1,8,33.96,4,1.25,4,1,0,4.43,1,6.39
0,35,2,South,1,48,1,0,Bank Transfer,143.31,158.38,260.36,0,484.79,0,1,1,9,15.27,14,7.13,3,1,1,9.6,17,7.92
1,34,2,West,1,39,1,1,Cash,108.56,1613.11,857.34,0,23.64,0,1,0,1,25.62,14,1.65,1,1,0,6.58,22,6.2
0,24,1,East,1,31,0,0,Credit Card,21.97,1724.05,958.77,1,217.58,0,0,1,0,29.05,12,3.92,1,0,0,6.73,36,9.85
0,24,2,North,1,18,1,1,Credit Card,67.81,6006.11,262.79,1,470.95,0,1,0,9,26.27,8,4.08,5,0,1,4.72,45,0.89
